title_factor,artist_name_factor,max_duration
Bluebeard,Gravenhurst,266.55302
They Don't Know,Warrior King,266.52689
Evensong,Secret Garden,266.50077
Oye El Boom,David Bisbal,266.47465
Mob Job (LP Version),John Zorn,266.39628
Slaapwagen,Waldeck,266.39628
Royality,Diam's - DV Alias Krhist,266.34404
Just A Little More,Joe Nichols,266.29179
Histeria,Tino Casal,266.26567
You're The Voice,G4,266.26567
Greenbank Drive,The Christians,266.21342
Clicklesley (Album Version),Liquido,266.1873
Holnapután,Ghymes,266.1873
Dias Úteis (Live),Clã E Sérgio Godinho,266.1873
Never Get Old,David Bowie,266.1873
Hard Road (Album Version),The Shore,266.16118
Alt I Alt,Ray Dee Ohh,266.10893
Bitching (1996 Digital Remaster),The Stranglers,266.08281
Allah Uya,Ali Farka Touré,266.05669
In Ur Stereo (Chopped & Screwed),Killa,266.03057
Modern World,Strangeways,266.00444
What Is Love?,Ayo,265.97832
Twilight Symphony,Leverage,265.92608
One Faith (The Regathering Album Version),John Michael Talbot,265.92608
Leaves And Sand,The Boo Radleys,265.92608
Fluid,Cabaret Voltaire,265.87383
Blå Salme,Solveig Slettahjell,265.82159
Destinies,Patrick Rondat,265.82159
Please Judge,Roky Erickson & Okkervil River,265.82159
Writing On The Wall (Ladytron Remix),Cities,265.76934
The Sound Of Truth,As I Lay Dying,265.76934
One Shot_ One Kill,Dying Fetus,265.76934
Another Sad Love Song (Album Version),Euge Groove,265.74322
Tits_ yeyo & yumyum,Tepr,265.7171
Loin du rivage,Nessbeal,265.69098
Nightie Night (Instrumental),Marina Lima,265.69098
I Scare Myself,Fiction 8,265.63873
Minä olen yö,Tiktak,265.61261
Like A Knife (Acoustic),Secondhand Serenade,265.61261
Ksiega Przemian,Wilki,265.61261
Haberlas Hailas,Amistades Peligrosas,265.58649
Where Is Tony Masao?,Torpedo Boyz,265.58649
Necktie Party ( Cahill United States Marshal ),Elmer Bernstein,265.58649
Supposed To Make You Happy,Tift Merritt,265.58649
Do It Over,Ferrick_ Melissa,265.56036
Late Night Pilgrim,Tift Merritt,265.56036
Snow,Continental Drifters,265.53424
Becalmed,Paul Avgerinos,265.53424
Love Can Kill,Tigertailz,265.50812
VooDoo (RBX & Quazedelic),X-Clan,265.42975
The Problem,Downhere,265.40363
Third Moon,Linea 77,265.40363
Kyrie,Mr Mister,265.29914
Spring Is Here,Nina Simone,265.29914
Keeping My Options Open,Oli Brown,265.27302
Dance Electric,The Pointer Sisters,265.24689
Anytime,Journey,265.19465
Rise and Shine,The Felice Brothers,265.11628
Love At First Sight,Spagna,265.06404
Gustavo Show,Babasonicos,265.06404
Die Memoiren Des Steven Spielberg 3,Lotte Ohm,265.01179
Rancho Grande,Roger Creager,264.9073
Not The Doctor (Acoustic Album Version),Alanis Morissette,264.85506
Bad Energy,Counterstrike,264.85506
Sweet Memory (Beautifully Young),Vivian Green,264.85506
Five Is A Four Letter Word,Lostprophets,264.82893
Haras Y Romperas,Maga,264.82893
Blue Eyed William,Peter Blegvad,264.80281
Hustler,Blac Haze,264.77669
Take Me Home Tonight,Honeybrowne,264.72444
Lament,Seigmen,264.69832
Now I Understand,TIMO TOLKKI,264.69832
Now I Got A Woman,John Mayall,264.6722
Mi bien amada,Chango Spasiuk,264.6722
Vielen Dank,Silbermond,264.59383
Here Comes The Big Rush,Echobelly,264.56771
Dengarkan,Gita Gutawa,264.46322
Estou Aqui,Papas Da Língua,264.4371
Morris Brown,Outkast Featuring Scar & Sleepy Brown.,264.41098
Nothing Gets Through (LP Version),Chris Hillman,264.35873
Bad Choices,Bleeding Hearts,264.33261
The Other House,Nick Barker,264.28036
Mudfootball,Jack Johnson / G. Love / Donavon Frankenreiter,264.25424
Tightrope,The Stone Roses,264.17587
Conversation Dies,Video Nasties,264.17587
Rockk'roll Dog,American Dog,264.14975
I'm Still Here,Mark Medlock & Dieter Bohlen,193.74975
I'm Still Here,Krista Detor,264.07138
You Are An Airplane (Album Version),Of Montreal,264.07138
House At Pooh Corner,Loggins & Messina,264.07138
Ess pais,Césaria Evora,264.04526
Middleclass Kid,Pelle Carlberg,264.04526
October Teen,The Mother Hips,264.04526
Dinosaur Bones,Showbread,264.01914
The Ingenue (LP Version),Little Feat,263.96689
Sin Techo,Silencio Absoluto,263.96689
Willow Weep For Me,Elek Bacsik,263.94077
Flann O'Brien,Fluttr Effect,263.94077
Striking,Unni Wilhelmsen,263.94077
Cadillac Hotel,Kaci Brown,263.94077
Ruby's Shoes,Lori McKenna,263.88853
Pretty Boring (Cd),Cale Parks,263.88853
SelfSaboteur,Delerium,263.8624
Der Hvor Jeg Bedst Ka' Li' At Være,Ray Dee Ohh,263.8624
Maria & Jag,Markus Krunegård,263.83628
Pillow (LP Version),King's X,263.83628
The Edge of Forever (LP Version),The Dream Academy,263.83628
Waves Of Fortune,Mando Diao,263.78404
Vang Vang,Hamster Theatre,263.75791
Demain Peut-Être,Oxmo Puccino,263.67955
The Shape Of Her Face,Michael Whalen,263.6273
I Will Remember You,The Delfonics,263.6273
No More Refills,Tub Ring,263.60118
Perdendo Dentes,Pato Fu,263.60118
Valley,Doves,263.60118
I'll Make Believe It's You,Jim Cuddy,263.57506
R.A.K.I.M.,Rakim,263.54893
Spiderman,DJ OZMA,263.49669
Howlin' At The Moon,Debbie Davies,263.47057
Tout C'Qui Nous Sépare,Jil Caplan,263.47057
The Final Push To The Sum,GRANDADDY,263.44444
Catatonia,Suffocation,263.31383
T.H.E.P.E.S.T.,Captain Capa,263.28771
That's What Dreams Were Made For (Album Version),Green On Red,263.28771
Cast No Shadow (2002 Digital Remaster),Duncan Browne,263.26159
Could've Been Anyone,Aimee Mann,263.26159
Thursday,Asobi Seksu,263.20934
Juke Joint Woman,Denise Lasalle,263.18322
Cuatro Estrofas,Sandra Mihanovich,263.18322
Lil Crazy,Erick Sermon,263.1571
Miracle Cure,Luka Bloom,263.10485
Jackson Parole Board Blues,Hillstomp,263.10485
Ghetto,Graham Central Station,263.07873
A foghi spenti,Piccola Bottega Baltazar,263.07873
Don't Ask Me Why,Eurythmics,263.07873
Killing Texas,Eksi Ekso,263.05261
In Your Face,Children Of Bodom,263.05261
A Great Day Out,Belbury Poly,263.02649
Sauver L'Amour,Daniel Balavoine,263.00036
Youth,Ampop,262.97424
Fucking With Fire,EDGUY,262.94812
The Constellation Jeeves,Stew,262.922
Shining Star,Stryper,262.922
Fiori de la Citta,Seu Jorge,262.922
Fear,Flykkiller,262.922
Piggy Pie (Old School),Insane Clown Posse,262.89587
Summer Mourn,QPE,262.89587
Move Me No Mountain (Club Mix),Soul II Soul,262.89587
Walkin On Thunder,Hilt,262.84363
Memories,Melanie Thornton,262.81751
Superman (Album Version),Tarrus Riley,262.79138
Après Toi,Liane Foly,262.79138
The Low Sparks,Number One Cup,262.76526
Serged,Mount Kimbie,262.76526
When it Comes Around,Reed Foehl,262.76526
La Lluvia Gris,Héroes del Silencio,262.76526
Contagious,Trapt,262.76526
Keeper Of The Dead,Supreme Majesty,262.73914
Radar,David Devant and His Spirit Wife,262.68689
ESC_ ALT & F4,The Lancashire Hotpots,262.68689
In the Borough of a Beast,Ghost of the Russian Empire,262.68689
The Devil's Real,Chris Smither,262.66077
Blo Dem Away,Deekline & Wizard,262.66077
Woman I Love You (feat. Teflon),Gyptian,262.66077
For Always,Lalah Hathaway,262.63465
Morning Sojourn,David Benoit,262.63465
If You Don't Want My Love,J. D. SOUTHER,262.50404
The Anthem,K-OS,262.45179
Tienes Razon,Luis Fonsi,262.42567
Too Young To Go Steady,John Coltrane Quartet,262.39955
Silver Screen (LP Version),Little Feat,262.37342
One Ninety-Six,Acid King,262.37342
La Petite Voleuse,Olivia Ruiz,262.3473
Relay,While,262.32118
Forbidden Love (Album Version),Madonna,262.32118
All I Need Is Time,First Choice,262.29506
Down On You,Transvision Vamp,262.24281
Cold as Stone,Analogue Brain,262.24281
Plastic Star Sleeparchive (Remix),Byetone,262.24281
Murazzi lounge Vibes,Chillout In Turin,262.19057
Just As You Are,Robert Wyatt,262.16444
Beer Picnic,GG Allin,262.16444
Thanks for Coming,Detroit Grand Pubahs,262.16444
It's Raining Men (New Version '93),The Weather Girls,262.13832
It Was Easier,Slut,262.1122
Die Natter,Massiv in Mensch,262.1122
Io Aeroporto,Marco Parente,262.1122
Over,Breakage ft. Zarif,262.1122
Ruby Nights,Bic Runga,262.1122
Shadow Of A Doubt,Mr Jones Machine,262.05995
Rock 'N Roll,Rockin' Da North,262.03383
Taking You Down,Code Of Ethics,262.00771
Dai Yan Ren,Elva Hsiao,261.95546
Me Crazy_ U Sane,Millionaire,261.95546
Say You_ Say Me,Lionel Richie,261.95546
Bop Bop Baby,Westlife,261.90322
Rupture soul,Edith Lefel,261.8771
True Faith,Code 64,261.82485
The Place Where You Belong,Shai,261.79873
Man of God,Neil Diamond,261.77261
Amarraita En Tu Pelo(Tango) (Tango),Remedios Amaya,261.77261
Choke,MyChildren MyBride,261.77261
I Remember,Yeasayer,261.74649
Your Dream Or Mine,Thomas Leer,261.72036
Yine,Kurban,261.69424
Black And Blonde (Non-Album Track),Nina Gordon,261.69424
Aleph,Baroness,261.66812
Doin' What He Said,The Steeles,261.66812
Erase,Building 429,261.642
The Songs Of The Weak Will Die,Superfamily,261.642
Like A Star (Acoustic),Corinne Bailey Rae,261.642
Do Good To Everyone,The Heptones,261.61587
Tears Too Late,Go West,261.61587
Deves Estar A Chegar,OIO AI,261.58975
4th Coma,Bloody Dead And Sexy,261.53751
It's Just A Joke,Rough & Ready,261.53751
Behold Judas,Hate Eternal,261.51138
Velvet Guitar,Alejandro Escovedo,261.48526
Mr. Greene,Dons,261.48526
Real Time,All The Day Holiday,261.45914
Naked Checkers,Hayes Carll,261.43302
Wait,White Lion,261.43302
The Unquiet Grave (Child No. 78),Joan Baez,261.40689
In The Ditch,Gang Of Four,261.40689
Angora Overdrive,Ashbury Heights,261.40689
Let'S Just See,Engineers,261.35465
Such a Woman,Tycoon,261.35465
I Really Did It This Time,Five Star,261.32853
Come Into My Kitchen,Joakim,261.32853
The Thousand Days,IQ,261.3024
Motor-Ready,Alabama Thunderpussy,261.3024
Borrowed Heaven (album version),The Corrs,261.27628
Beneath The Christmas Tree,The Oak Ridge Boys,261.27628
Everyday Tragedy,Supreme Court,261.22404
El Prostíbulo,Chango Spasiuk,261.19791
Baby I Know,The Rubettes,261.19791
God Is Here (Album),Sonicflood,261.19791
El Alma En Un Acordeon,Diomedes Diaz _ Juancho Rois,261.17179
Hymn To Anne,Baby Dee,261.14567
Fading memories,Blind Dog,261.11955
One Thing (The Secret Of Time Album Version),Charlie Peacock,261.09342
Surface Tension,Rupert Hine,261.09342
My Way Back Home (Album Version),Cherie,261.09342
Bella Morte,Twiztid,261.0673
Sugar Baby,The Kills,261.0673
HIT ME,Svadbas,261.01506
Bounce_ Shake_ Move_ Swing,Boyz II Men,261.01506
Put The Lights Out,Pro-Pain,260.98893
The Water Is Wide (Album Version),Eva Cassidy,260.98893
Sister 001 (Y Mis),OOIOO,260.98893
Mellow (Morgan Spacek Remix) (Album version),Pete Philly & Perquisite,260.93669
Deal Done At Night,Birth Control,260.91057
Get With It,3rd Force,260.88444
Broken Buildings,Seventh Day Slumber,260.8322
There Will Never Be Another You,Sonny Stitt,260.8322
Agnus Dei,Morgan Page,260.80608
Sandy,Arthur Yoria,260.80608
Thunder Red,W.A.S.P,260.75383
Beautiful Stranger,Madonna,260.75383
Gravemakers & Gunslingers,Coheed and Cambria,260.64934
Midnight At The Oasis,Hank Marvin,260.62322
Deed To Drugs,Mazarin,260.62322
If I Could,Walkers,260.5971
Hymyilet Taas,Jore Marjaranta,260.5971
The False Young Man,Nancy Kerr & James Fagan,260.57098
When It All Comes Down,Peter Green Splinter Group,260.54485
Set It Off,Brutha,260.54485
In And Out,Damon Aaron,260.51873
What Do We Got Here?,Dave Mason,260.51873
Life Is Wonderful  (Album Version),Jason Mraz,260.46649
Derhar,The wee djs,260.44036
Road Buddy,Dar Williams,260.41424
Wie Bitte Was ?! (remastered),Fehlfarben,260.41424
There But For The Grace of God [Drums Before Grace],Fire Island,260.41424
Willow Weep For Me (2006 Remastered LP Version),June Christy with the Lou Levy Sextet,260.38812
Simple Song,Noe Venable,260.38812
Rid,Christian Kjellvander,260.38812
Twenty Five Miles,Edwin Starr,260.38812
Summer Wind (Live),Michael Bublé,260.362
Another Nail,Liberty N Justice,260.33587
Identité,Charles De Goal,260.33587
Peace And Love,Blessid Union Of Souls,260.30975
That I Would Be Good,Sun Yan-Zi,260.28363
Garage Opera Music,Azeem,260.25751
Wires (Album Version),Athlete,260.25751
Well Well Well,The Woodentops,260.25751
Birds Of A Feather (2002 Digital Remaster),Joe South,260.25751
Here Am I,MercyME,260.20526
Narcolepsy,The New Mastersounds,260.17914
Not Going To Cry,Wild Strawberries,260.15302
25 Or 6 To 4 (Album Version),Chicago,260.10077
Uma Estrela Peregrina,Rádio Macau,260.04853
Otra vez,Tranzas,259.97016
Plague-House Puppet Show,Twilightning,259.94404
Tug Of War,Highway 9,259.94404
Nightcall,Kavinsky,259.94404
Olympic Airways [single version],Foals,259.91791
Côte Blanche Bay,Zachary Richard,259.89179
Paradise Place,Siouxsie And The Banshees,259.89179
If You Were Me (Duet Featuring Elton John),Chris Rea,259.86567
I Cry,Shayne Ward,259.86567
Spend The Night,Donell Jones,259.86567
Brebis galeuses,Les Ogres De Barback,259.86567
Auf Achse,Franz Ferdinand,259.86567
A perfect world,Rabia Sorda,259.83955
Painted Love,Red Elvises,259.7873
Carving Out The Eyes Of God,Goatwhore,259.7873
Breakdown Motel,Mutya Buena,259.76118
Stayin' Put,Moe Tucker,259.70893
Peace and Melody,Musetta,259.68281
Poor Boy,School Of Language,259.63057
Tequila,Café Quijano,259.63057
Jenseits von Gut und Boese,Moqui Marbles,259.63057
Can't Live With You,Ludacris / Monica,259.63057
Related to What Chant,The Last Poets,259.63057
Fades Like A Photograph,Filter,259.63057
Painted Bird,Siouxsie And The Banshees,259.60444
que pase el huracán,Alejandro Santiago,259.60444
Together,Boyzone,221.962
Together,Tyrone Wells,259.5522
Throw The Hammer Down,Derek Miller,259.5522
Will She Always Be Waiting,The Bluebells,259.52608
Animal Planet,GZA/The Genius,259.52608
Niki,Glenn Medeiros,259.52608
Bluer Than Blue,Peaches & Herb,259.42159
Constantly,Cross Canadian Ragweed,259.39546
Vendo casa,Dik Dik,259.39546
My Way Or The Highway,Studebaker John & The Hawks,259.36934
Oh My My,Ringo Starr,259.36934
The Best Of Love,Michael Bolton,259.26485
La complicità,Fabrizio Moro,259.26485
Come When I Call You,The Klezmatics,259.23873
Seize the Phenom,Darc Mind,259.23873
THE GREATER GOOD,José James,259.21261
Open Up Your Eyes,Daughtry,259.18649
Windswept (Album),Boy Hits Car,259.18649
Rüzgar,Gripin,259.16036
The Fox,Sleater-kinney,259.13424
Invasore,Pierrot Lunaire,259.13424
Goodness Knows,The Mohawk Lodge,259.10812
Mr McGee,Zero 7,259.05587
Living Nightmare,God Forbid,259.02975
Seconds,Pulp,258.97751
Back For More,Mr. Pit feat. Vicky Fee,258.95138
Ferris,Rio En Medio,258.92526
If Only,Suburban Tribe,258.92526
Far Beyond The Stars,Ride The Sky,258.92526
Fade Out,Matt Willis,258.89914
One Shot At Love,LL Cool J,258.89914
Tell Me A Secret,Ludacris / Ne-Yo,258.87302
New Warm Skin (Demo),Simple Minds,258.87302
One Step Forward,Even As We Speak,258.84689
Blobbo,The Tear Garden,258.76853
Low Violet,The Merry Thoughts,258.76853
Guilty Of Love,Shanadoo,258.7424
Rat Trap,Rat Patrol,258.7424
Last Remembered Thing,Plaid,258.71628
Shirley Dreams,Testbild!,258.71628
If You C Jordan,Something Corporate,258.66404
Legacy,Atlantic Starr,258.61179
She Moves Through the Fair,Minimum Vital,258.61179
Historia É Un Cazotto,Novy Svet,258.61179
Adam At The Window,Mary Black,258.55955
Morning Arrival In Goa (lighthouse flash over the sea),Ottmar Liebert + Luna Negra,258.53342
Hard Luck Woman,Hanna Pakarinen,258.53342
I Won't Sleep On The Wet Spot No More,Genya Ravan,258.48118
Living In Circles,Robert Natus,258.42893
From Kashima,Mock & Toof,258.40281
The Light,The Space Brothers,258.29832
Avalon,Nocturnal Rites,258.29832
Facing The Liar,Divinefire,258.29832
Good Is Good,Sheryl Crow,258.24608
Quicksand,Sleeping At Last,258.21995
Work It Out,Roachford,258.19383
Work It Out,Gods of Blitz,195.05587
One Nation Under A Groove,Chaka Demus & Pliers,258.19383
Against The World,Nocturnal Rites,258.19383
Earth Angel,Hampton String Quartet,258.16771
See It My Way,Toots Hibbert,258.11546
Juana Mayo ( A Woman's Name ) ( LP Version ),Ruben Blades,258.0371
Beautiful Pain,In Strict Confidence,258.01098
Too Fly (Featuring Total's Pam) (Clean LP Version),MC Lyte,258.01098
Giorno Dopo Giorno,Kelly Sweet,258.01098
Lily And Parrots,Sun Kil Moon,257.88036
My East Is Your West,Chris Connelly and the Bells,257.85424
Lavish (featuring Pharrell) (Explicit Chopped & Screwed Version),Twista,257.85424
The Wild Boys,Duran Duran,257.82812
Mexico (LP Version),Firefall,257.82812
Don't Say No,Keb' Mo',257.802
Valse de Belizaire,Pine Leaf Boys,257.77587
Rio,Pussycat,257.69751
Miles Away,The Silos,257.69751
Save This Lady (Non-Album Track),Red Hot Chili Peppers,257.69751
Sul_ Norte_ Campo_ Cidade,Sérgio Godinho,257.67138
Graceland,Casiotone For The Painfully Alone,257.61914
Ocean (All Night Long),Derek Miller,257.59302
Don't Take Your Love Away,Starpoint,257.54077
Concatenation,Meshuggah,257.54077
Loneliness,Luciana Souza,257.54077
Take Over (avec le Bratze),Juri Gagarin,257.48853
Marbles,Paul Kalkbrenner,257.4624
You Must Believe In Spring,Richard Galliano,257.4624
Long Time Gone  (LP Version),Crosby_ Stills & Nash,257.43628
Over You,My Computer,257.30567
Gestern Abend (du und ich) (Haus Erika Mix feat. Thomas D),Stephan Remmler,257.30567
(Don't Go) Distant,Sneeze,257.27955
Peace & Love,Resin Dogs,257.25342
Nobody Told Me (Such A Fool),Andreas Johnson,257.2273
Fool,God Lives Underwater,249.73016
Fool,Shakira,231.33995
Fool,Mansun,257.2273
Questions and Answers,The Panic Division,257.2273
Suena,Kannon,257.20118
Wo Ye Hen Xiang Ta,Sun Yan-Zi,257.20118
It's You,Joyce Cooling,257.14893
Gypsy Nights,Craig Chaquico,257.14893
I Thought You Died the Last Time,Eksi Ekso,257.12281
No Return,Klute,257.09669
Jealousy,Slum Village,257.04444
Jealousy,Bryan Adams,231.47057
Song For You,Natalie Cole,257.04444
Sheriff (Der Groe Mit Seinem Kleinen Auerirdischen Kleinen),Oliver Onions,257.04444
Move On (Album Version),The Boxer Rebellion,257.01832
Sleeping To Dream (Live From Montalvo),Jason Mraz,256.9922
Fils de lâche feat Doomams (Sexion d'Assaut),Sexion d'Assaut,256.9922
To Leave It Behind (Band Version),Great Lake Swimmers,256.9922
A Great Drinker,The Wonder Stuff,256.96608
Return To Paia,The Aqua Velvets,256.93995
Jimmy's Delicate Condition,Tim Rogers,256.93995
I'm Afraid Of What's There,Zombie Zombie,256.86159
Remember When,Color Me Badd,256.86159
Searchin',Stephen Simmonds,256.86159
Doesn't Matter,Des'ree,256.83546
Human's Right,Ginger Frolic,256.80934
Closer To Heaven (LP Version),Mila Mason,256.78321999999997
Sombras (Bulería),Duquende,256.7571
Carne,De Saloon,256.73098
Dance A Ragged Dance,Hot Club De Paris,256.73098
Traum Vom Tod,Subway To Sally,256.67873
Superfriends,Jeff Dunham,256.67873
Just A Touch,Blake Baxter,256.67873
You Are&,Two Lone Swordsmen,256.67873
Divine,Lillian Axe,256.62649
Fantasize To Realise,Astralasia,256.62649
Melusina,Lilys,256.57424
Kundalini Slide,Tanya Donelly,256.54812
My Funny Valentine,Ronnie Milsap,220.9171
My Funny Valentine,Over The Rhine,256.54812
My Funny Valentine,Carmen McRae,195.5522
My Funny Valentine,Herman Brood,75.91138
BLEEDS NO MORE (Live Version),Silverstein,256.46975
He Don't Know,Huey Lewis And The News,256.46975
The Greatest Love Of All,Maximilian Hecker,256.44363
Tundra,Milemarker,256.41751
It Ain't No Crime,Keren Ann,256.39138
Just A Girl,IZZ,256.39138
Flash Gordon's Ape,Weasel Walter,256.36526
Space Age,Theatre Of Tragedy,256.36526
Un Giorno Perfetto,Cristina Donà,256.36526
Full Control,John Brown\'s Body,256.33914
The Carolina Lady,Dillard Chandler,256.33914
Slipper (Album Version),Spineshank,256.31302
Kapetane moj,Lisac Josipa,256.28689
Family System,Chevelle,256.28689
Like A Love Song,Cocoa Tea,256.26077
Reindeer Moon,Fire Town,256.23465
Just Be A Man About It,Toni Braxton,256.20853
Siehst Du Das Genau So ?,Sportfreunde Stiller,256.20853
Down In The Bottom (Album Version),Walter Becker,256.20853
